PROFILE_ID,REACHED_40_EVENTS,REACHED_80_EVENTS,EVENT_CYCLES_F40,DISTINCT_ARTICLES_F40,PERCENT_GOOGLE_ARTICLES_F40,PERCENT_ARTICLE_CONTENT_F40,AVERAGE_CONTENT_SCORE_F40,DAYS_TO_FORTY_EVENTS
FKOc9oMB28LFeUkXT3xc,1,0,3,1,0.000000,1.000000,0.0,34.0
aGe96oMBu9aDgDX1mjFA,1,0,6,6,0.666667,1.000000,0.0,42.0
cE7JT4MBGoM3uBpFEA1r,1,0,7,5,0.600000,1.000000,0.0,100.0
sqohYYMB28LFeUkXyiGh,1,0,3,2,1.000000,0.500000,0.0,76.0
cJ06F4UBEEdskq5qmgGT,1,1,1,1,0.000000,1.000000,0.0,0.0
V4f4rYIBGoM3uBpFjaC2,1,0,7,3,0.000000,1.000000,0.0,118.0
O2d2dYIBGoM3uBpFWGId,1,0,5,9,0.000000,1.000000,0.0,141.0
gc5CZoMB28LFeUkX12Kz,1,0,5,7,0.571429,1.000000,0.0,43.0
HnMSXoQBwWEOklUHNL0A,1,0,4,5,0.200000,0.833333,0.0,36.0
4V9564EBuqp2E9ofmn29,1,0,3,6,0.000000,0.857143,736.5065685684589,10.0
h42yCIQBu9aDgDX1zcuN,1,0,2,6,0.000000,0.352941,54.947216057509465,0.0
fpw08YMB28LFeUkXdS-m,1,0,1,1,0.000000,1.000000,0.0,4.0
brOg_YMB28LFeUkXJEoH,1,1,1,1,0.000000,1.000000,0.0,5.0
RNR1foIBGoM3uBpFfc16,1,0,5,7,0.857143,1.000000,0.0,85.0
riFIRYMBGoM3uBpF0nju,1,0,6,9,0.000000,0.750000,189.44576240513297,87.0
YjImpIIBGoM3uBpFbfvu,1,0,3,8,0.500000,0.888889,0.0,22.0
8LVIfIIBGoM3uBpFos4p,1,1,2,8,0.125000,0.800000,77.77867793827093,14.0
bvT1woMBGoM3uBpFOcgF,1,0,4,9,0.000000,1.000000,0.0,37.0
V02PaYIB8Tq1gs328S0Y,1,0,6,3,1.000000,1.000000,0.0,129.0
-hOL9oIB28LFeUkXV2QE,1,0,1,6,0.000000,0.750000,405.1094377111103,1.0
Ds3Wm4IBGoM3uBpFr57g,1,1,8,7,0.000000,0.777778,11.870216336019542,106.0
GOpVYIIB8Tq1gs32zP6q,1,0,4,10,0.700000,0.909091,38.99152421833018,35.0
wguJ2n8Boj1uvCUbg35D,1,0,3,7,0.000000,0.466667,514.3098675699811,14.0
HEgPQYEBlNqnsgIRItLB,1,0,3,9,0.777778,0.900000,0.0,27.0
lFtT_YMBGoM3uBpFHBPG,1,0,4,5,0.000000,1.000000,0.0,85.0
1flcuYIBGoM3uBpF4ulX,1,1,4,7,0.000000,1.000000,0.0,23.0
w8KGsoIBGoM3uBpFcUme,1,0,4,7,0.714286,0.636364,25.11930767996428,15.0
IhrphoIBGoM3uBpFiDTf,1,1,8,7,0.142857,1.000000,0.0,58.0
yCJqxIIBGoM3uBpFZ8J6,1,0,7,5,0.400000,1.000000,0.0,105.0
2Ktoe4IBGoM3uBpFJ3-9,1,1,8,7,0.000000,1.000000,0.0,74.0
m7OU_YMB28LFeUkXYxJh,1,1,6,8,0.000000,0.888889,10.353027107163207,53.0
mwKC84IB28LFeUkX0-n2,1,0,6,2,0.000000,1.000000,0.0,26.0
mwH_YoIB8Tq1gs32IzeC,1,1,4,6,0.833333,1.000000,0.0,40.0
PElhaYIB8Tq1gs32rVyk,1,0,6,6,0.666667,0.750000,67.81134646666118,123.0
m1kR_YMBGoM3uBpF9MOH,1,1,2,6,0.000000,1.000000,0.0,16.0
nbKP_YMB28LFeUkX1f1V,1,1,4,8,0.500000,1.000000,0.0,48.0
QrVrmoMB28LFeUkXSwvD,1,0,1,2,0.000000,1.000000,0.0,1.0
-b2YnYMB28LFeUkX6RVY,1,0,1,1,0.000000,1.000000,0.0,2.0
y4Xjd4QBwWEOklUH7I_-,1,0,1,4,0.000000,0.444444,19.38496117717159,0.0
QvJAu4QBEEdskq5qfB3q,1,0,1,1,0.000000,1.000000,0.0,4.0
cMZI4oIB28LFeUkXfeXG,1,0,4,4,0.000000,0.444444,377.1516445650688,19.0
5jFk74MBGoM3uBpFvEL_,1,0,4,3,0.000000,0.428571,86.51132712851168,33.0
YF3s1oMBu9aDgDX1OFXS,1,0,1,1,0.000000,1.000000,0.0,0.0
ebv8fIIBGoM3uBpFu6k-,1,1,4,6,0.500000,1.000000,0.0,28.0
6yJPVoMBu9aDgDX1VQqM,1,0,1,5,0.000000,0.714286,129.49488289819197,0.0
UrLp1YIB28LFeUkXFxMa,1,0,5,8,0.625000,1.000000,0.0,38.0
NRh_ZYIB8Tq1gs32EBCF,1,0,1,6,0.833333,1.000000,0.0,6.0
PBnLhoIBGoM3uBpF3YVP,1,0,3,11,0.545455,1.000000,0.0,22.0
dhUsZYIB8Tq1gs325SFX,1,0,6,7,1.000000,0.636364,95.37916779218112,65.0
XVCSyYIBGoM3uBpF0vQT,1,0,6,8,0.875000,0.800000,39.29671446147071,101.0
x2Kx2oMBu9aDgDX1ambu,1,0,5,5,0.000000,0.833333,17.255045178605346,41.0
b3P5EoIBUgM-564PChVf,1,0,1,1,0.000000,1.000000,0.0,6.0
38kLroQBEEdskq5qtq7L,1,1,1,13,0.000000,0.866667,15.54533097928603,1.0
NPrPgoIBGoM3uBpFlAug,1,1,2,3,0.000000,1.000000,0.0,21.0
CsdVJoIBUgM-564P2DlD,1,1,1,3,0.000000,0.250000,694.4284227038894,3.0
UQ87a4IBGoM3uBpFpCEX,1,1,3,5,0.600000,1.000000,0.0,12.0
cwBc1n8Boj1uvCUb7ZRB,1,0,6,12,0.083333,0.600000,538.0648502454494,78.0
u1pD_YMBGoM3uBpFXsR4,1,1,2,1,0.000000,1.000000,0.0,13.0
gMo1m4IBGoM3uBpFOTnJ,1,1,4,7,0.000000,0.777778,401.4186056357053,26.0
2lof_YMBGoM3uBpF9wyN,1,0,7,5,0.000000,1.000000,0.0,127.0
5NvIfoIBGoM3uBpFkXtN,1,0,6,7,1.000000,1.000000,0.0,73.0
CKdrHYIBUgM-564Pyvhm,1,0,2,2,0.000000,1.000000,0.0,10.0
vbRhC4MB28LFeUkXlUhi,1,0,6,1,0.000000,1.000000,0.0,109.0
53LNXIQBwWEOklUHr64r,1,0,4,3,0.000000,0.300000,0.3574207881075337,48.0
8WVHdYIBGoM3uBpF5lYi,1,1,6,10,0.700000,1.000000,0.0,43.0
wIAp8IEBuqp2E9ofz9ht,1,1,2,5,0.000000,1.000000,0.0,8.0
04iuJoMB28LFeUkXnIFo,1,0,4,6,0.000000,0.666667,136.5255298911383,57.0
DLOm_YMB28LFeUkXb2iD,1,1,2,8,0.000000,0.615385,40.11749642410033,7.0
Mnm_HYEBlNqnsgIRBV8_,1,1,1,4,0.000000,0.800000,1130.754202331575,2.0
-AnC0YMBGoM3uBpFXwrO,1,0,1,1,0.000000,1.000000,0.0,1.0
JtL1joEBlNqnsgIRkrdJ,1,0,1,4,0.000000,0.307692,208.2731100891648,0.0
hyPFRYMBGoM3uBpF01UM,1,0,1,7,0.000000,0.411765,43.22743279435785,1.0
H0z1pYIBGoM3uBpF2j15,1,0,4,9,0.000000,0.818182,0.0,63.0
Sj_iaIIB8Tq1gs32_9iO,1,0,5,6,0.000000,0.600000,79.60014707397208,56.0
M0VhjoIBGoM3uBpF52ZM,1,0,8,4,0.250000,0.800000,7.5984333230749534,79.0
AQH38oIB28LFeUkXOwzq,1,0,1,2,0.000000,1.000000,0.0,5.0
eAfcY4IB8Tq1gs32wYz9,1,1,7,6,0.166667,0.857143,467.89829061996204,41.0
RSIqLoQBwWEOklUHaN58,1,0,3,8,0.000000,1.000000,0.0,33.0
DogMsoABlNqnsgIR60le,1,1,2,23,0.000000,0.958333,0.07699927834641765,56.0
iypt-4IB28LFeUkX3G-_,1,0,4,10,0.400000,1.000000,0.0,22.0
EIZgm4QBEEdskq5qqwjo,1,0,1,0,0.000000,0.000000,102.26376570020994,0.0
4bKK_YMB28LFeUkXctnt,1,0,3,5,0.200000,1.000000,0.0,14.0
3iE5X4IBPPKlNqPWom6_,1,0,7,6,0.500000,0.750000,0.0,133.0
-AMkoIIBGoM3uBpFy-_e,1,0,7,7,0.571429,0.700000,2.9958029571814837,70.0
SWWr7IEBuqp2E9ofHHSs,1,1,1,3,0.000000,0.750000,0.0,3.0
JWQXqYABlNqnsgIRBsCm,1,0,1,8,0.000000,0.615385,79.65658792430679,1.0
Qu3ZtoIBGoM3uBpFMpUR,1,0,1,7,0.000000,1.000000,0.0,3.0
n416eYIBGoM3uBpFfLuX,1,1,6,8,0.250000,0.727273,90.91209967664061,52.0
v-zxyIQBRkWobPtwED1a,1,0,3,0,0.000000,0.000000,0.0,22.0
uC_Rb4IBGoM3uBpFZzq7,1,0,4,9,0.000000,1.000000,0.0,63.0
VP0M8oIB28LFeUkXY45s,1,0,6,3,0.333333,0.500000,50.38313124687429,75.0
bbOl_YMB28LFeUkXZmOW,1,0,6,7,0.000000,0.777778,23.006726904807127,105.0
9RfvbIIBGoM3uBpFU8pM,1,0,4,8,1.000000,1.000000,0.0,54.0
KIEnAIQBu9aDgDX1AgjX,1,0,3,1,0.000000,0.333333,124.45708183767087,23.0
KbOm_YMB28LFeUkXcWjG,1,1,3,6,0.166667,1.000000,0.0,21.0
U3seZ4QBwWEOklUHrR5o,1,0,3,4,0.000000,0.285714,80.46625911573736,34.0
Xh-9XoIBPPKlNqPWfEPe,1,0,8,7,0.857143,1.000000,0.0,93.0
0pDLQYUBwWEOklUHPVEf,1,0,1,2,0.000000,0.500000,129.7768140489768,0.0
Q_gl8YIB28LFeUkX1Iak,1,1,2,0,0.000000,0.000000,960.2240902311589,8.0
27u3sYIBGoM3uBpF_d6y,1,0,3,1,1.000000,1.000000,0.0,15.0
29GnZoMB28LFeUkXmnw0,1,0,3,4,0.500000,1.000000,0.0,22.0
QbvtfIIBGoM3uBpFUyqS,1,1,4,6,0.500000,1.000000,0.0,36.0
VQEQY4IB8Tq1gs32r52-,1,1,3,4,0.750000,1.000000,0.0,48.0
hyL84IEBuqp2E9ofiuxG,1,1,3,4,0.000000,0.363636,457.7742130911728,17.0
XQopvoIBGoM3uBpFUYzc,1,1,2,2,1.000000,0.222222,65.41385313437868,74.0
10QKpYIBGoM3uBpF2nOU,1,0,6,7,0.857143,0.538462,0.0,77.0
ZsscoYMB28LFeUkXhE-i,1,0,1,6,0.166667,0.400000,3.0550886084403266,3.0
wpSjC4QBu9aDgDX14uTJ,1,0,4,4,0.000000,0.235294,175.474262314515,28.0
C3J5doIBGoM3uBpFDqyK,1,0,5,7,0.285714,1.000000,0.0,37.0
ebO0_YMB28LFeUkXJqaQ,1,0,6,7,0.714286,0.777778,61.083029950953446,86.0
81s7p4IBGoM3uBpFFyWy,1,1,5,2,0.000000,0.666667,0.0,43.0
r1yi_YMBGoM3uBpFFots,1,0,6,3,0.333333,0.750000,0.0,127.0
oVy3_YMBGoM3uBpFgd8t,1,0,5,5,0.000000,1.000000,0.0,76.0
qjbjxIEBlNqnsgIRuwbD,1,1,1,18,0.000000,0.900000,0.7034623725185525,0.0
eOTkPIMBGoM3uBpFfaII,1,0,1,3,0.000000,1.000000,0.0,2.0
iUmPpYIBGoM3uBpFkFZj,1,0,1,7,0.000000,0.777778,215.93834399609182,0.0
IJfwDoUBEEdskq5qZ8Zg,1,0,1,3,0.000000,0.428571,148.2775599133536,0.0
x3R6q4IBGoM3uBpFbjWq,1,0,6,2,0.000000,0.500000,0.0,112.0
2OmzaoMB28LFeUkXqQIe,1,0,5,7,0.000000,0.875000,0.0,73.0
ZFTk0IMB28LFeUkXfbFw,1,0,2,4,0.500000,0.333333,75.81124613115406,62.0
xpsbr4IBGoM3uBpFBwgG,1,0,4,6,0.666667,0.666667,0.013492484383010551,42.0
O7hEhoQBwWEOklUH69PF,1,0,1,5,0.000000,1.000000,0.0,0.0
C4gGz4IBGoM3uBpFkBgz,1,1,2,4,0.000000,0.800000,350.9237179649716,12.0
rBLJwIIBGoM3uBpFupAq,1,1,5,2,1.000000,0.333333,103.0544307037228,87.0
WmFqkYIBGoM3uBpFXEn0,1,0,1,2,0.000000,1.000000,0.0,0.0
0mSEVIMBGoM3uBpF3SxV,1,0,1,9,0.000000,0.818182,171.1602924011292,2.0
uA5A3oEBuqp2E9ofiRZT,1,0,2,10,0.000000,0.833333,77.83400615535533,6.0
CJG_eYIBGoM3uBpFDImt,1,1,1,5,0.000000,0.333333,82.38497959462019,1.0
03nDWoMB28LFeUkXJqfq,1,0,3,10,0.400000,0.714286,182.88971297448845,24.0
C2TX5IMBu9aDgDX1l79u,1,1,1,10,0.000000,0.833333,51.92057545831043,1.0
ncfVmoIBGoM3uBpFEbqh,1,0,3,4,0.250000,0.250000,147.0790525783795,78.0
SZaN8oEBuqp2E9ofZKi3,1,0,2,3,0.333333,1.000000,0.0,15.0
0qwpMoMB28LFeUkX2lt6,1,0,3,3,0.000000,0.375000,257.5579079516918,66.0
AikNo4IBGoM3uBpFjo7e,1,0,3,6,1.000000,1.000000,0.0,15.0
98AeDIMB28LFeUkXjaVN,1,1,1,5,0.200000,0.833333,38.99152421833018,2.0
CGpjqYIBGoM3uBpF77en,1,1,4,5,0.400000,1.000000,0.0,21.0
hCVPiIIBGoM3uBpF_gKP,1,0,3,6,0.166667,1.000000,0.0,138.0
MhVrbIIBGoM3uBpFaDtj,1,1,8,8,0.500000,1.000000,0.0,83.0
EIUQiYAB-TISWGBhG7fr,1,0,1,8,0.000000,0.363636,208.87871130989328,4.0
YrOg_YMB28LFeUkXH0rK,1,0,3,0,0.000000,0.000000,0.0,21.0
Omub7YEBuqp2E9of2r3x,1,0,2,7,0.571429,0.636364,136.06401334542596,13.0
dVelGoMB28LFeUkXWbwx,1,0,5,7,0.714286,1.000000,0.0,62.0
7XqkZoQBwWEOklUHE7NO,1,0,2,1,0.000000,1.000000,0.0,12.0
gg_8A4IBUgM-564Pu2DN,1,1,2,4,0.250000,0.666667,111.11239705467277,10.0
nE24GIMB28LFeUkXwwsl,1,0,4,6,0.000000,1.000000,0.0,51.0
hHrwZYQBwWEOklUHbiX6,1,0,2,0,0.000000,0.000000,305.69699701181503,6.0
3OzGPYMBGoM3uBpFnjS4,1,0,7,5,0.000000,0.625000,143.13558953735227,76.0
NSEBE4MB28LFeUkXr1NG,1,1,3,6,0.000000,1.000000,0.0,18.0
3cVW4YIB28LFeUkXkuFu,1,0,7,11,0.636364,1.000000,0.0,64.0
Hmi2VYMBGoM3uBpF4R3n,1,0,3,3,0.333333,0.428571,0.0,31.0
XpHFeYIBGoM3uBpFN9s1,1,0,6,7,0.714286,0.875000,0.0,64.0
ZBiKhoIBGoM3uBpFNhQ5,1,1,4,1,0.000000,1.000000,0.0,42.0
5hs8vIEBlNqnsgIRgLLu,1,1,1,33,0.000000,0.891892,0.9102225036842286,0.0
wMBjNoMB28LFeUkXrHlt,1,0,7,7,0.000000,0.875000,0.0,63.0
7JpGloIBGoM3uBpF8MJN,1,0,8,6,0.000000,0.750000,0.10028871524528486,88.0
xaiQ0YIB28LFeUkXSXzg,1,0,6,3,0.000000,1.000000,0.0,100.0
LQjTEIMB28LFeUkXZ10J,1,1,5,11,0.636364,1.000000,0.0,33.0
GMO8z38Bale87oUgSu9y,1,0,3,7,0.285714,0.538462,164.33675290451404,22.0
5pkCr4IBGoM3uBpFaEBh,1,1,4,5,0.000000,0.454545,397.5789082888306,25.0
wFy61oMBu9aDgDX1ndrj,1,0,1,1,1.000000,1.000000,0.0,0.0
OjXfioIBGoM3uBpFlRJ9,1,1,5,7,0.714286,0.875000,0.0,49.0
pvtmF4QBwWEOklUHx8sv,1,0,2,4,0.750000,1.000000,0.0,15.0
4n-v_oMBu9aDgDX1slu-,1,0,3,1,1.000000,0.500000,0.9071851316206204,36.0
VQj3Y4IB8Tq1gs32rLz6,1,1,6,5,0.000000,1.000000,0.0,63.0
rzIQSIMBGoM3uBpF-32l,1,0,7,2,0.500000,1.000000,0.0,101.0
oHpTk4IBGoM3uBpFEv2M,1,0,7,10,0.200000,0.909091,38.99152421833018,66.0
_kMGjoIBGoM3uBpFag_U,1,0,11,4,0.500000,0.571429,557.6942042060116,88.0
f5ouloIBGoM3uBpFlVJL,1,0,4,4,0.000000,1.000000,0.0,75.0
7mJpHYMB28LFeUkXWZWa,1,1,3,4,0.000000,0.571429,540.5925127625562,23.0
n4kdqoEBlNqnsgIRmFks,1,1,1,1,0.000000,1.000000,0.0,2.0
EANkY4IB8Tq1gs32kYW_,1,0,3,4,0.250000,1.000000,0.0,96.0
Uml-gYMB28LFeUkXZ0li,1,1,3,9,0.111111,0.818182,72.05514077587854,16.0
yDg4aIIB8Tq1gs32vsDN,1,1,9,9,0.555556,1.000000,0.0,67.0
MVDe838Boj1uvCUb4abE,1,0,1,4,0.000000,0.181818,194.23196927192413,4.0
IQNraoIBGoM3uBpFvbK4,1,1,2,5,0.800000,0.833333,0.0,11.0
wzgVjIIBGoM3uBpFR_hi,1,0,3,6,0.333333,1.000000,0.0,17.0
d2vpVoQBwWEOklUHhzS7,1,0,5,6,0.000000,1.000000,0.0,27.0
Qv5dQYMBGoM3uBpF_sXQ,1,0,2,2,0.500000,1.000000,0.0,27.0
ibd82IIB28LFeUkXklt9,1,0,5,3,0.000000,0.750000,0.0,77.0
PC0NZ4IB8Tq1gs32IgJU,1,0,7,8,0.000000,1.000000,0.0,73.0
aloFF4EBlNqnsgIRA0kh,1,0,1,16,0.000000,0.666667,239.14056562040508,3.0
wTIJSIMBGoM3uBpFHE9Q,1,0,1,7,0.000000,0.700000,78.16010884617813,5.0
QP1ZYoIB8Tq1gs32wV7o,1,1,4,6,0.833333,1.000000,0.0,45.0
Au2NYIIB8Tq1gs32AN-_,1,1,5,7,0.285714,0.875000,194.95762109165088,46.0
fK95DIABoj1uvCUbm_tM,1,1,1,32,0.000000,1.000000,0.0,0.0
9pzHE4UBEEdskq5qliDy,1,1,1,1,0.000000,1.000000,0.0,0.0
ZhTohYIBGoM3uBpFH59k,1,1,7,4,0.000000,1.000000,0.0,34.0
8DqHjIIBGoM3uBpFeHOh,1,0,3,2,0.000000,1.000000,0.0,9.0
jaMK0IIB28LFeUkX79nH,1,0,8,5,0.200000,1.000000,0.0,64.0
pvd3xYMBGoM3uBpFRIxb,1,0,4,5,0.000000,0.555556,78.58694277683439,51.0
u8aln4MB28LFeUkXb5bZ,1,0,3,1,0.000000,0.333333,528.0041548812496,42.0
kfeCgoIBGoM3uBpFJnU0,1,1,7,4,0.000000,0.235294,184.7632453711364,120.0
G25-BIMB28LFeUkXVL_W,1,0,1,8,0.000000,0.571429,3.5552046109021576,1.0
oqmQsIIBGoM3uBpFyT35,1,1,6,5,0.200000,0.714286,77.98304843666035,70.0
CTUZOYQBwWEOklUHaXyZ,1,0,4,2,0.000000,1.000000,0.0,49.0
__zXF4QBwWEOklUHRsPp,1,0,4,6,0.333333,1.000000,0.0,53.0
qZy7loIBGoM3uBpFV9Ng,1,0,9,10,1.000000,1.000000,0.0,123.0
0kfAF4MB28LFeUkXrHhb,1,0,6,4,0.500000,0.800000,79.98261378119011,40.0
DQya0YQBRkWobPtwCabu,1,1,1,6,0.000000,0.857143,41.41210842865283,0.0
nUY5aYIB8Tq1gs32tRYq,1,1,1,5,0.200000,0.714286,792.7595356065838,5.0
L8F5qYMBGoM3uBpFYDQy,1,0,3,3,0.000000,0.187500,121.59293626725807,20.0
okXzFoMB28LFeUkXNhNh,1,0,5,5,0.800000,0.833333,62.38643874932828,51.0
WvFngYIBGoM3uBpFXx_-,1,0,4,1,0.000000,1.000000,0.0,24.0
32Hv1oMB28LFeUkX9nyZ,1,0,1,1,1.000000,1.000000,0.0,0.0
hrPO_YMB28LFeUkXFtne,1,0,5,4,1.000000,1.000000,0.0,31.0
aSw04oEBuqp2E9of9yth,1,1,2,5,0.000000,0.714286,77.77867793827093,15.0
Z7KM_YMB28LFeUkXQ-mf,1,0,7,6,0.000000,0.666667,60.886136258757574,102.0
X6PFr4IBGoM3uBpFDi3I,1,1,2,11,0.090909,0.846154,109.04212975814997,39.0
oDbCOYQBwWEOklUHkI65,1,0,4,3,0.000000,1.000000,0.0,21.0
sHYDYoQBwWEOklUHoa4l,1,0,1,1,0.000000,1.000000,0.0,2.0
-mCx_4IB28LFeUkXaVSY,1,0,6,4,0.500000,1.000000,0.0,76.0
iE46poIBGoM3uBpFrkRL,1,0,7,5,0.000000,1.000000,0.0,126.0
7yDBw4IBGoM3uBpF5lNr,1,0,4,6,0.000000,0.750000,53.78141271493817,61.0
58r_fYIBGoM3uBpFDNRU,1,0,1,8,0.000000,1.000000,0.0,0.0
_55Jr4IBGoM3uBpFpAeU,1,0,4,4,0.000000,1.000000,0.0,40.0
A1pH_YMBGoM3uBpFwdvi,1,0,8,8,0.125000,0.888889,0.20839320066914896,106.0
uRgpbYIBGoM3uBpFGvBY,1,1,4,3,0.333333,0.600000,40.86909282825514,30.0
KUJNv4MB28LFeUkXSY3n,1,0,1,9,0.222222,1.000000,0.0,4.0
wkgKGIMB28LFeUkXQb6w,1,0,10,9,0.555556,1.000000,0.0,97.0
NRQR34EBuqp2E9ofJEhN,1,0,5,2,0.500000,1.000000,0.0,24.0
I9xtnYIBGoM3uBpF4oQc,1,0,5,6,0.333333,0.857143,0.0,56.0
K-7MgIIBGoM3uBpFnCus,1,1,4,8,0.000000,1.000000,0.0,53.0
Fk_8fYMB28LFeUkXkmJB,1,0,2,4,0.000000,0.800000,23.021025621371233,63.0
NvZpgoIBGoM3uBpFuNTI,1,1,4,0,0.000000,0.000000,79.39384211095428,71.0
blys_YMBGoM3uBpFPLXY,1,1,5,9,0.111111,1.000000,0.0,62.0
bcqzHoABoj1uvCUbIACy,1,1,3,6,0.000000,0.666667,39.34564503736572,26.0
fjlWaIIB8Tq1gs32u8RK,1,0,4,4,0.000000,0.222222,86.90468551083895,71.0
Sdob64IB28LFeUkXS5H2,1,1,4,7,0.000000,0.538462,106.10015043445301,31.0
TwiQ9IIB28LFeUkXINYC,1,1,3,8,0.125000,1.000000,0.0,12.0
XQTNg4IBGoM3uBpFSijt,1,1,6,8,0.125000,1.000000,0.0,66.0
LWSL7IEBuqp2E9of3s9n,1,0,1,5,0.000000,0.333333,22.361159391984508,1.0
7DDzR4IBUgM-564PbM7d,1,0,1,7,0.428571,0.875000,16.682646761264845,1.0
2yx3xoIBGoM3uBpFGte2,1,1,6,7,0.142857,0.777778,0.0,80.0
vLPeD4ABoj1uvCUbclh_,1,0,1,1,0.000000,1.000000,0.0,3.0
656lLoMB28LFeUkXZJn4,1,0,4,2,0.500000,1.000000,0.0,17.0
W1kZ_YMBGoM3uBpFM-rS,1,0,3,0,0.000000,0.000000,35.3802201332042,43.0
DF_VHIMB28LFeUkXtPqc,1,0,9,7,0.428571,1.000000,0.0,93.0
dl9s_4IB28LFeUkXqQsG,1,0,1,7,0.142857,0.700000,161.55189704190963,3.0
39UrZ4MB28LFeUkX5DQS,1,0,3,3,0.000000,1.000000,0.0,22.0
Y87W54IB28LFeUkXq-OM,1,0,2,7,0.000000,0.636364,715.447177435796,10.0
nVT0GYMB28LFeUkX6Sqm,1,0,4,3,0.000000,1.000000,0.0,45.0
Es3Lm4IBGoM3uBpFmmYC,1,0,4,7,0.000000,1.000000,0.0,99.0
9yfM-oIB28LFeUkX4K6u,1,0,7,7,0.571429,0.777778,43.32391579814464,119.0
Xx_Fh4IBGoM3uBpF0a7u,1,0,8,8,0.875000,1.000000,0.0,129.0
AThQFIMB28LFeUkXW0b4,1,0,5,8,0.375000,1.000000,0.0,51.0
A9sisIMBGoM3uBpFq3nm,1,0,5,5,0.400000,0.714286,115.53061070918122,43.0
qb8HNoMB28LFeUkXrHrg,1,0,5,5,1.000000,1.000000,0.0,104.0
Fh6sh4IBGoM3uBpFPOXK,1,0,8,10,0.000000,0.833333,241.16765696690226,117.0
tDkYjIIBGoM3uBpFSAHC,1,0,8,2,0.000000,0.181818,371.58391398840104,122.0
XTUYOYQBwWEOklUHlXq0,1,0,2,8,0.000000,0.888889,16.161314049975317,6.0
N2SF44MBu9aDgDX1s1jC,1,0,4,6,0.166667,1.000000,0.0,59.0
pjwsFYMB28LFeUkX4992,1,0,1,9,0.333333,0.818182,116.77020215660112,6.0
JfHqYIIB8Tq1gs32QDyE,1,1,3,9,0.222222,1.000000,0.0,16.0
yM3Q8oABlNqnsgIRWG3o,1,1,1,31,0.000000,1.000000,0.0,1.0
D-SQp4MB28LFeUkX4Aji,1,0,4,2,1.000000,0.222222,29.704566986252143,54.0
qFCFpoIBGoM3uBpF-PtL,1,0,5,7,0.000000,1.000000,0.0,94.0
DB_BXoIBPPKlNqPWGGUu,1,0,4,4,0.000000,0.444444,547.5387200750199,63.0
q_eHgoIBGoM3uBpF6KNf,1,0,6,6,0.166667,1.000000,0.0,78.0
IreCfIIBGoM3uBpFLbS4,1,0,8,9,0.333333,1.000000,0.0,93.0
lETF5IEBuqp2E9ofFBQ4,1,0,2,7,0.285714,0.875000,0.11526032131308662,12.0
ird0fIIBGoM3uBpFXkdR,1,1,5,7,0.571429,1.000000,0.0,25.0
xVYDaoIB8Tq1gs32TmMx,1,1,1,4,0.000000,0.266667,0.7614109673430548,0.0
d8YSOIMBGoM3uBpFCdem,1,1,6,9,0.222222,0.900000,0.0,61.0
Fx_DXoIBPPKlNqPWe3-E,1,0,7,6,1.000000,1.000000,0.0,143.0
OIGpAIQBu9aDgDX1_7hA,1,0,4,8,0.875000,1.000000,0.0,48.0
5DnZeoMB28LFeUkXQkvI,1,0,6,7,0.000000,0.875000,0.0,80.0
NSSnboIBGoM3uBpFY5wG,1,0,8,4,0.000000,0.571429,755.9842251001868,77.0
FoDNcYQBwWEOklUHypd3,1,0,2,5,0.400000,0.454545,134.96355118490177,22.0
6Gu6gYMB28LFeUkXyCGQ,1,1,5,4,0.500000,0.666667,20.7334926839577,41.0
O4Nf1YABuqp2E9ofGx-B,1,0,2,5,0.000000,0.714286,42.443519451704944,26.0
3BjTJYQBwWEOklUHS4G2,1,1,5,6,0.333333,1.000000,0.0,49.0
_n5kbIQBwWEOklUHgxd0,1,0,1,1,0.000000,1.000000,0.0,0.0
lNrzZ4MB28LFeUkXrwl5,1,1,1,1,0.000000,0.500000,0.0,3.0
NlHPj4IBGoM3uBpF1563,1,0,5,6,0.000000,1.000000,0.0,70.0
e2hAkoIBGoM3uBpF1LEp,1,0,8,4,0.000000,1.000000,0.0,122.0
HLHWe4IBGoM3uBpFJnoE,1,1,7,8,0.250000,0.800000,137.68062686931694,77.0
Sc9JOYMBGoM3uBpFV5BB,1,0,5,4,0.750000,0.285714,160.4777804509334,70.0
nrZZuYABlNqnsgIR5iPm,1,0,3,1,0.000000,0.090909,411.33682072606496,48.0
_-5CNoIBUgM-564Puf2B,1,0,1,6,0.000000,0.461538,96.17168141720677,0.0
Gk645oEBuqp2E9of_X6X,1,0,1,1,1.000000,1.000000,0.0,6.0
_MbKfYIBGoM3uBpFDnhr,1,1,6,8,0.250000,0.800000,41.04370970350545,73.0
SiWocIAB-TISWGBh2r2c,1,0,2,1,0.000000,1.000000,0.0,23.0
a2ZR6YMBu9aDgDX1ObR_,1,0,7,2,0.000000,1.000000,0.0,62.0
6_ZzYYIB8Tq1gs32Y1Zd,1,1,2,5,0.400000,0.625000,0.0,5.0
sP67mYABlNqnsgIRIIH9,1,0,2,3,0.000000,0.272727,147.9182688509975,12.0
1bKK_YMB28LFeUkXttty,1,1,5,11,0.272727,1.000000,0.0,57.0
Hkd3YYEBlNqnsgIRiRJ6,1,0,1,15,0.000000,1.000000,0.0,3.0
xS6AiYIBGoM3uBpFTbB5,1,0,8,5,0.600000,1.000000,0.0,111.0
